380,  2.00000e-004
385,  3.95560e-004
390,  8.00000e-004
395,  1.54570e-003
400,  2.80000e-003
405,  4.65620e-003
410,  7.40000e-003
415,  1.17790e-002
420,  1.75000e-002
425,  2.26780e-002
430,  2.73000e-002
435,  3.25840e-002
440,  3.79000e-002
445,  4.23910e-002
450,  4.68000e-002
455,  5.21220e-002
460,  6.00000e-002
465,  7.29420e-002
470,  9.09800e-002
475,  1.12840e-001
480,  1.39020e-001
485,  1.69870e-001
490,  2.08020e-001
495,  2.58080e-001
500,  3.23000e-001
505,  4.05400e-001
510,  5.03000e-001
515,  6.08110e-001
520,  7.10000e-001
525,  7.95100e-001
530,  8.62000e-001
535,  9.15050e-001
540,  9.54000e-001
545,  9.80040e-001
550,  9.94950e-001
555,  1.00010e+000
560,  9.95000e-001
565,  9.78750e-001
570,  9.52000e-001
575,  9.15580e-001
580,  8.70000e-001
585,  8.16230e-001
590,  7.57000e-001
595,  6.94830e-001
600,  6.31000e-001
605,  5.66540e-001
610,  5.03000e-001
615,  4.41720e-001
620,  3.81000e-001
625,  3.20520e-001
630,  2.65000e-001
635,  2.17020e-001
640,  1.75000e-001
645,  1.38120e-001
650,  1.07000e-001
655,  8.16520e-002
660,  6.10000e-002
665,  4.43270e-002
670,  3.20000e-002
675,  2.34540e-002
680,  1.70000e-002
685,  1.18720e-002
690,  8.21000e-003
695,  5.77230e-003
700,  4.10200e-003
705,  2.92910e-003
710,  2.09100e-003
715,  1.48220e-003
720,  1.04700e-003
725,  7.40150e-004
730,  5.20000e-004
735,  3.60930e-004
740,  2.49200e-004
745,  1.72310e-004
750,  1.20000e-004
755,  8.46200e-005
760,  6.00000e-005
765,  4.24460e-005
770,  3.00000e-005
775,  2.12100e-005
780,  1.49890e-005
785,  1.05840e-005
790,  7.46560e-006
795,  5.25920e-006
800,  3.70280e-006
805,  2.60760e-006
810,  1.83650e-006
815,  1.29500e-006
820,  9.10920e-007
825,  6.35640e-007